paper_id,query_seed,title,year,venue,author0,doi,url,score,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions
720,robot planning learning,Deep reinforcement learning-based path planning for net sealing robot,2023,"Eighth International Symposium on Advances in Electrical, Electronics, and Computer Engineering (ISAEECE 2023)",Yang Mazan,10.1117/12.2680389,https://doi.org/10.1117/12.2680389,5,,,,,,,
721,sim to real robotics,Dynamic Bipedal Turning through Sim-to-Real Reinforcement Learning,2023,2022 IEEE-RAS 21st International Conference on Humanoid Robots (Humanoids),Fangzhou Yu,10.1109/humanoids53995.2022.10000225,https://doi.org/10.1109/humanoids53995.2022.10000225,5,,,,,,,
722,robot dynamics learning,Dynamics Learning-Based Fault Isolation for A Soft Trunk Robot,2023,2023 American Control Conference (ACC),Jingting Zhang,10.23919/acc55779.2023.10156314,https://doi.org/10.23919/acc55779.2023.10156314,5,,,,,,,
723,robot control learning,Efficent Gradient Propagation for Robot Control and Learning,2023,Communications in Computer and Information Science,Philipp Ruppel,10.1007/978-981-99-2789-0_20,https://doi.org/10.1007/978-981-99-2789-0_20,5,,,,,,,
724,sim to real robotics,Gaussian Process Regression for Sim-to-Real Transfer of Hopping Gaits,2023,Volume 8: 47th Mechanisms and Robotics Conference (MR),Jeremy Krause,10.1115/detc2023-116959,https://doi.org/10.1115/detc2023-116959,5,,,,,,,
725,robot planning learning,Hardware-Efficient Q-Learning Accelerator for Robot Path Planning,2023,Lecture Notes in Electrical Engineering,Harsh Advani,10.1007/978-981-99-0055-8_1,https://doi.org/10.1007/978-981-99-0055-8_1,5,,,,,,,
726,sim to real robotics,Kalman Filter-Based One-Shot Sim-to-Real Transfer Learning,2023,IEEE Robotics and Automation Letters,Qingwei Dong,10.1109/lra.2023.3333661,https://doi.org/10.1109/lra.2023.3333661,5,,,,,,,
727,robot foundation model manipulation,LEMMA: Learning Language-Conditioned Multi-Robot Manipulation,2023,IEEE Robotics and Automation Letters,Ran Gong,10.1109/lra.2023.3313058,https://doi.org/10.1109/lra.2023.3313058,5,,,,,,,
728,robot planning learning,Learning Diverse and Efficient Goal-reaching Policies for Robot Motion Planning,2023,2023 IEEE 32nd International Symposium on Industrial Electronics (ISIE),Han-Cheng Yao,10.1109/isie51358.2023.10227978,https://doi.org/10.1109/isie51358.2023.10227978,5,,,,,,,
729,robot manipulation learning,Learning Failure Prevention Skills for Safe Robot Manipulation,2023,IEEE Robotics and Automation Letters,Abdullah Cihan Ak,10.1109/lra.2023.3324587,https://doi.org/10.1109/lra.2023.3324587,5,,,,,,,
730,robot control learning,Learning Modular Robot Control Policies,2023,IEEE Transactions on Robotics,Julian Whitman,10.1109/tro.2023.3284362,https://doi.org/10.1109/tro.2023.3284362,5,,,,,,,
731,robot control learning,Learning Modular Robot Control Policies_supp1-3284362.mp4,2023,,Julian Whitman,10.1109/tro.2023.3284362/mm1,https://doi.org/10.1109/tro.2023.3284362/mm1,5,,,,,,,
732,robot manipulation learning,Learning Multiple Robot Manipulation Tasks with Imperfect Demonstrations,2023,2023 7th International Conference on Robotics and Automation Sciences (ICRAS),Jiahua Dai,10.1109/icras57898.2023.10221666,https://doi.org/10.1109/icras57898.2023.10221666,5,,,,,,,
733,robot manipulation learning,Learning Neuro-symbolic Programs for Language Guided Robot Manipulation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),Namasivayam K,10.1109/icra48891.2023.10160545,https://doi.org/10.1109/icra48891.2023.10160545,5,,,,,,,
734,robot foundation model manipulation,Learning Whole-Body Manipulation for Quadrupedal Robot,2023,IEEE Robotics and Automation Letters,Seunghun Jeon,10.1109/lra.2023.3335777,https://doi.org/10.1109/lra.2023.3335777,5,,,,,,,
735,robot control learning,Lifelong deep learning‐based control of robot manipulators,2023,International Journal of Adaptive Control and Signal Processing,Irfan Ganie,10.1002/acs.3678,https://doi.org/10.1002/acs.3678,5,,,,,,,
736,robot manipulation learning,Machine Learning for Robot Manipulation in Industrial Settings,2023,Korea Journal on Machine Learning and Applications in Robotics,,10.59121/kjmlar2209330003,https://doi.org/10.59121/kjmlar2209330003,5,,,,,,,
737,robot control learning,Mecanum-Wheeled Robot Control Based on Deep Reinforcement Learning,2023,2023 15th International Conference on Information Technology and Electrical Engineering (ICITEE),Ocklen Setiadilaga,10.1109/icitee59582.2023.10317659,https://doi.org/10.1109/icitee59582.2023.10317659,5,,,,,,,
738,robot foundation model manipulation,Mobile Robot Manipulation using Pure Object Detection,2023,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),Brent Griffin,10.1109/wacv56688.2023.00063,https://doi.org/10.1109/wacv56688.2023.00063,5,,,,,,,
739,robot planning learning,Mobile Service Robot Path Planning Using Deep Reinforcement Learning,2023,IEEE Access,A. A. Nippun Kumaar,10.1109/access.2023.3311519,https://doi.org/10.1109/access.2023.3311519,5,,,,,,,
740,robot planning learning,Motion Planning Diffusion: Learning and Planning of Robot Motions with Diffusion Models,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),João Carvalho,10.1109/iros55552.2023.10342382,https://doi.org/10.1109/iros55552.2023.10342382,5,,,,,,,
741,robot planning learning,Motion Planning of 2D Wheeled Mobile Robot using Reinforcement Learning,2023,2023 Intelligent Technologies and Electronic Devices in Vehicle and Road Transport Complex (TIRVED),M. V. Yashina,10.1109/tirved58506.2023.10332610,https://doi.org/10.1109/tirved58506.2023.10332610,5,,,,,,,
742,robot foundation model manipulation,Motion-planning based Robot Manipulation,2023,,Almast Karen,10.31219/osf.io/kdhrp,https://doi.org/10.31219/osf.io/kdhrp,5,,,,,,,
743,robot foundation model manipulation,Neural Grasp Distance Fields for Robot Manipulation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),Thomas Weng,10.1109/icra48891.2023.10160217,https://doi.org/10.1109/icra48891.2023.10160217,5,,,,,,,
744,robot planning learning,Obstacle Avoidance Learning for Robot Motion Planning in Human–Robot Integration Environments,2023,IEEE Transactions on Cognitive and Developmental Systems,Yang Hong,10.1109/tcds.2023.3242373,https://doi.org/10.1109/tcds.2023.3242373,5,,,,,,,
745,robot world model,Real-World Robot Control and Data Augmentation by World-Model Learning from Play,2023,2023 IEEE International Conference on Development and Learning (ICDL),Yuta Nomura,10.1109/icdl55364.2023.10364556,https://doi.org/10.1109/icdl55364.2023.10364556,5,,,,,,,
746,robot control learning,Redundant robot control with learning from expert demonstrations,2023,2022 IEEE Symposium Series on Computational Intelligence (SSCI),Jorge Ramirez,10.1109/ssci51031.2022.10022138,https://doi.org/10.1109/ssci51031.2022.10022138,5,,,,,,,
747,robot control learning,Reinforcement Learning Based Robot Control,2023,2022 IEEE 16th International Conference on Application of Information and Communication Technologies (AICT),Ziyaddin Guliyev,10.1109/aict55583.2022.10013595,https://doi.org/10.1109/aict55583.2022.10013595,5,,,,,,,
748,robot planning learning,Reinforcement Learning at the Forefront of Robot Path Planning,2023,2023 International Aegean Conference on Electrical Machines and Power Electronics (ACEMP) &amp; 2023 International Conference on Optimization of Electrical and Electronic Equipment (OPTIM),Kaylash Chaudhary,10.1109/acemp-optim57845.2023.10287063,https://doi.org/10.1109/acemp-optim57845.2023.10287063,5,,,,,,,
749,robot control learning,Reinforcement Learning based Control of a Quadruped Robot,2023,2022 IEEE 19th India Council International Conference (INDICON),Ancy A,10.1109/indicon56171.2022.10039800,https://doi.org/10.1109/indicon56171.2022.10039800,5,,,,,,,
750,robot control learning,Reinforcement Learning for Optimal Robot Control in Complex Environments,2023,Korea Journal on Machine Learning and Applications in Robotics,,10.59121/kjmlar2209330005,https://doi.org/10.59121/kjmlar2209330005,5,,,,,,,
751,robot control learning,Reinforcement Learning for Safe Robot Control using Control Lyapunov Barrier Functions,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),Desong Du,10.1109/icra48891.2023.10160991,https://doi.org/10.1109/icra48891.2023.10160991,5,,,,,,,
752,robot tactile perception,Robust Phenotyping Robot with Tactile Feedback,2023,,Ziling Chen,10.22541/essoar.169869472.21831513/v1,https://doi.org/10.22541/essoar.169869472.21831513/v1,5,,,,,,,
753,sim to real robotics,Robust Visual Sim-to-Real Transfer for Robotic Manipulation,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Ricardo Garcia,10.1109/iros55552.2023.10342471,https://doi.org/10.1109/iros55552.2023.10342471,5,,,,,,,
754,robot representation learning,Semantic Representation of Robot Manipulation with Knowledge Graph,2023,Entropy,Runqing Miao,10.3390/e25040657,https://doi.org/10.3390/e25040657,5,,,,,,,
755,sim to real robotics,Sim-to-Real Transfer for Quadrupedal Locomotion via Terrain Transformer,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),Hang Lai,10.1109/icra48891.2023.10160497,https://doi.org/10.1109/icra48891.2023.10160497,5,,,,,,,
756,robot representation learning,SimCLR-Inception: An Image Representation Learning and Recognition Model for Robot Vision,2023,Lecture Notes in Computer Science,Mengyuan Jin,10.1007/978-3-031-47634-1_11,https://doi.org/10.1007/978-3-031-47634-1_11,5,,,,,,,
757,robot planning learning,Smoothed-shortcut Q-Learning Algorithm for Optimal Robot Agent Path Planning,2023,Journal of Mechanical Engineering,,10.3901/jme.2022.11.072,https://doi.org/10.3901/jme.2022.11.072,5,,,,,,,
758,robot tactile perception,Tactile-Based Slip Detection Towards Robot Grasping,2023,Lecture Notes in Computer Science,Yuru Gong,10.1007/978-981-99-6495-6_9,https://doi.org/10.1007/978-981-99-6495-6_9,5,,,,,,,
759,robot tactile perception,Tactile-Filter: Interactive Tactile Perception for Part Mating,2023,Robotics: Science and Systems XIX,Kei Ota,10.15607/rss.2023.xix.079,https://doi.org/10.15607/rss.2023.xix.079,5,,,,,,,
760,robot manipulation learning,Uncertainty in Bayesian Reinforcement Learning for Robot Manipulation Tasks with Sparse Rewards,2023,2023 IEEE International Conference on Robotics and Biomimetics (ROBIO),Li Zheng,10.1109/robio58561.2023.10354785,https://doi.org/10.1109/robio58561.2023.10354785,5,,,,,,,
761,robot tactile perception,A Compact Visuo-Tactile Robotic Skin for Micron-Level Tactile Perception,2024,IEEE Sensors Journal,Shixin Zhang,10.1109/jsen.2024.3376574,https://doi.org/10.1109/jsen.2024.3376574,5,,,,,,,
762,robot auditing,A Framework for Auditing Robot-Inclusivity of Indoor Environments Based on Lighting Condition,2024,Buildings,Zimou Zeng,10.3390/buildings14041110,https://doi.org/10.3390/buildings14041110,5,,,,,,,
763,robot manipulation learning,A Learning Framework for Human-Like Time Parameterization of Robot Manipulation Paths,2024,2023 IEEE-RAS 22nd International Conference on Humanoid Robots (Humanoids),Lipeng Chen,10.1109/humanoids57100.2023.10375206,https://doi.org/10.1109/humanoids57100.2023.10375206,5,,,,,,,
764,robot 3D perception,A Novel Robot Welding Path Planning System for Medium-Thick Plate Based on 3d Visual Perception,2024,,Zongmin Liu,10.2139/ssrn.4930656,https://doi.org/10.2139/ssrn.4930656,5,,,,,,,
765,robot dynamics learning,A Study of Two-Wheel Self-Balancing Robot Dynamics for Control Systems Learning,2024,Vidyodaya Journal of Science,R. A. D. D. Dharmasiri,10.31357/vjs.v27i02.7834,https://doi.org/10.31357/vjs.v27i02.7834,5,,,,,,,
766,sim to real robotics,A Survey on Sim-to-Real Transfer Methods for Robotic Manipulation,2024,2024 IEEE 22nd Jubilee International Symposium on Intelligent Systems and Informatics (SISY),Andrei Pitkevich,10.1109/sisy62279.2024.10737545,https://doi.org/10.1109/sisy62279.2024.10737545,5,,,,,,,
767,robot manipulation learning,A Task-Adaptive Deep Reinforcement Learning Framework for Dual-Arm Robot Manipulation,2024,IEEE Transactions on Automation Science and Engineering,Yuanzhe Cui,10.1109/tase.2024.3352584,https://doi.org/10.1109/tase.2024.3352584,5,,,,,,,
768,robot manipulation learning,Accelerating Virtual Fixture Estimation for Robot Manipulation using Reinforcement Learning and Human Demonstrations,2024,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),Diego Fernandez Prado,10.1109/case59546.2024.10711706,https://doi.org/10.1109/case59546.2024.10711706,5,,,,,,,
769,robot 3D perception,An approach to robot welding path autonomous planning of the intersection weldment based on 3D visual perception,2024,Measurement,Yan Liu,10.1016/j.measurement.2024.115227,https://doi.org/10.1016/j.measurement.2024.115227,5,,,,,,,
770,robot planning learning,An optimized Q-Learning algorithm for mobile robot local path planning,2024,Knowledge-Based Systems,Qian Zhou,10.1016/j.knosys.2024.111400,https://doi.org/10.1016/j.knosys.2024.111400,5,,,,,,,
771,robot manipulation learning,Arm-Constrained Curriculum Learning for Loco-Manipulation of a Wheel-Legged Robot,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Zifan Wang,10.1109/iros58592.2024.10802062,https://doi.org/10.1109/iros58592.2024.10802062,5,,,,,,,
772,sim to real robotics,Benchmarking the Sim-to-Real Gap in Cloth Manipulation,2024,IEEE Robotics and Automation Letters,David Blanco-Mulero,10.1109/lra.2024.3360814,https://doi.org/10.1109/lra.2024.3360814,5,,,,,,,
773,robot planning learning,Causal deconfounding deep reinforcement learning for mobile robot motion planning,2024,Knowledge-Based Systems,Wenbing Tang,10.1016/j.knosys.2024.112406,https://doi.org/10.1016/j.knosys.2024.112406,5,,,,,,,
774,robot control learning,Collaborative Robot Control Practice Education Using Flipped Learning,2024,Transactions of the KSME C Industrial Technology and Innovation,Jong-Wuk Park,10.3795/ksme-c.2024.12.2.185,https://doi.org/10.3795/ksme-c.2024.12.2.185,5,,,,,,,
775,robot dynamics learning,Composite Learning Cartesian Impedance Control Under Uncertain Robot Dynamics,2024,2024 IEEE 22nd International Conference on Industrial Informatics (INDIN),Yongping Pan,10.1109/indin58382.2024.10774546,https://doi.org/10.1109/indin58382.2024.10774546,5,,,,,,,
776,robot planning learning,Considerations on Implementing Q-Learning Algorithm for Robot Path Planning,2024,Journal of Military Technology,,10.32754/jmt.2023.1.07,https://doi.org/10.32754/jmt.2023.1.07,5,,,,,,,
777,robot 3D perception,Cultural Differences in Social Robot Perception,2024,"The Cambridge Handbook of the Law, Policy, and Regulation for Human–Robot Interaction",Kerstin Haring,10.1017/9781009386708.031,https://doi.org/10.1017/9781009386708.031,5,,,,,,,
778,robot manipulation learning,Curriculum Learning for Robot Manipulation Tasks With Sparse Reward Through Environment Shifts,2024,IEEE Access,Erdi Sayar,10.1109/access.2024.3382264,https://doi.org/10.1109/access.2024.3382264,5,,,,,,,
779,robot planning learning,Deep Reinforcement Learning for Mobile Robot Path Planning,2024,Journal of Theory and Practice of Engineering Science,Hao Liu,10.53469/jtpes.2024.04(04).07,https://doi.org/10.53469/jtpes.2024.04(04).07,5,,,,,,,
780,robot tactile perception,Design and Robot Autonomous Wearing of Tactile Perception Nose Clip for Human Respiration Rate Detection,2024,2024 IEEE 25th China Conference on System Simulation Technology and its Application (CCSSTA),Shibing Hao,10.1109/ccssta62096.2024.10691787,https://doi.org/10.1109/ccssta62096.2024.10691787,5,,,,,,,
781,robot dynamics learning,Deterministic Learning-based Impedance Control for Human-Robot Interaction with Nonlinear Uncertain Dynamics,2024,2024 43rd Chinese Control Conference (CCC),Jingting Zhang,10.23919/ccc63176.2024.10662407,https://doi.org/10.23919/ccc63176.2024.10662407,5,,,,,,,
